imagepath,imagepath_neg,caption,caption_neg
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001858@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001858@0.png,[sclerosing adenosis] Breast ultrasound image documenting breast parenchymal appearance in the sonographic field.,[BI-RADS 1 negative] Breast ultrasound image documenting breast parenchymal appearance in the sonographic field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001859@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001859@0.png,[sclerosing adenosis] Breast ultrasound image describing the visualized tissue background outside lesion-specific characterization.,[normal-appearing background breast tissue] Breast ultrasound image describing the visualized tissue background outside lesion-specific characterization.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001863@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001863@0.png,[fibroadenoma] Breast ultrasound image presenting background parenchymal tissue for structured image description.,[ultrasound-negative] Breast ultrasound image presenting background parenchymal tissue for structured image description.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001864@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001864@0.png,[fibroadenoma] Breast ultrasound image documenting the sonographic background appearance of breast tissue.,[normal-appearing breast tissue] Breast ultrasound image documenting the sonographic background appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001865@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001865@0.png,[fibroadenoma] Breast ultrasound image describing breast parenchyma and background tissue composition.,[preserved background tissue appearance] Breast ultrasound image describing breast parenchyma and background tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001866@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001866@0.png,[fibroadenoma] Breast ultrasound image demonstrating background echotexture and breast tissue composition.,[no focal abnormality] Breast ultrasound image demonstrating background echotexture and breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001867@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001867@0.png,[phyllodes tumor] Breast ultrasound image showing the background echotexture of the visualized breast parenchyma.,[no focal sonographic abnormality] Breast ultrasound image showing the background echotexture of the visualized breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001868@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001868@0.png,[phyllodes tumor] Breast ultrasound image demonstrating tissue composition within the visualized breast tissue.,[normal-appearing parenchymal tissue] Breast ultrasound image demonstrating tissue composition within the visualized breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001871@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001871@0.png,[medullary carcinoma] Breast ultrasound image showing breast tissue background within the sonographic field of view.,[ultrasound-negative] Breast ultrasound image showing breast tissue background within the sonographic field of view.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001872@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001872@0.png,[medullary carcinoma] Breast ultrasound image demonstrating the sonographic tissue pattern of the breast.,[radiologically unremarkable] Breast ultrasound image demonstrating the sonographic tissue pattern of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001873@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001873@0.png,[invasive lobular carcinoma] Breast ultrasound image showing background breast parenchyma and tissue composition.,[normal sonographic appearance] Breast ultrasound image showing background breast parenchyma and tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001874@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001874@0.png,[invasive lobular carcinoma] Breast ultrasound image demonstrating the background echogenic pattern of breast tissue.,[preserved parenchymal morphology] Breast ultrasound image demonstrating the background echogenic pattern of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001875@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001875@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the visualized breast tissue composition.,[normal-appearing breast parenchyma] Breast ultrasound image showing the visualized breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001876@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001876@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating background parenchymal echotexture.,[intact parenchymal architecture] Breast ultrasound image demonstrating background parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001877@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001877@0.png,[invasive lobular carcinoma] Breast ultrasound image showing breast tissue characteristics within the imaging field.,[negative breast ultrasound] Breast ultrasound image showing breast tissue characteristics within the imaging field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001878@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001878@0.png,[invasive lobular carcinoma] Breast ultrasound image demonstrating the overall sonographic appearance of breast tissue.,[normal sonographic appearance] Breast ultrasound image demonstrating the overall sonographic appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001879@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001879@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the background tissue context of the breast.,[no focal sonographic abnormality] Breast ultrasound image showing the background tissue context of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001880@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001880@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating breast parenchymal echotexture.,[preserved parenchymal morphology] Breast ultrasound image demonstrating breast parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001881@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001881@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing visualized parenchymal tissue composition.,[maintained breast tissue appearance] Breast ultrasound image showing visualized parenchymal tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001882@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001882@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating the background appearance of breast parenchyma.,[normal background tissue appearance] Breast ultrasound image demonstrating the background appearance of breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001885@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001885@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing sonographic breast tissue background.,[maintained breast tissue appearance] Breast ultrasound image showing sonographic breast tissue background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001886@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001886@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating the echotexture of visualized breast tissue.,[negative breast ultrasound finding] Breast ultrasound image demonstrating the echotexture of visualized breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001887@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001887@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the tissue composition of the breast parenchyma.,[maintained breast tissue appearance] Breast ultrasound image showing the tissue composition of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001888@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001888@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating background breast tissue features.,[no sonographic abnormality] Breast ultrasound image demonstrating background breast tissue features.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001891@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001891@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the visualized breast parenchyma with assessable tissue composition.,[sonographically unremarkable] Breast ultrasound image showing the visualized breast parenchyma with assessable tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001892@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001892@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing breast parenchyma described by sonographic tissue appearance.,[no suspicious breast lesion] Breast ultrasound image showing breast parenchyma described by sonographic tissue appearance.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001893@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001893@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating background parenchymal tissue in the ultrasound field.,[normal breast ultrasound appearance] Breast ultrasound image demonstrating background parenchymal tissue in the ultrasound field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001894@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001894@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the sonographic appearance of the visualized breast parenchyma.,[normal breast ultrasound appearance] Breast ultrasound image showing the sonographic appearance of the visualized breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001895@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001895@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating breast tissue composition as part of the imaging background.,[maintained breast tissue appearance] Breast ultrasound image demonstrating breast tissue composition as part of the imaging background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001896@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001896@0.png,[intraductal papilloma] Breast ultrasound image showing background echotexture within the breast parenchyma.,[normal-appearing background breast tissue] Breast ultrasound image showing background echotexture within the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001899@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001899@0.png,[lobular carcinoma in situ] Breast ultrasound image demonstrating parenchymal background tissue on ultrasound.,[maintained] Breast ultrasound image demonstrating parenchymal background tissue on ultrasound.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001900@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001900@0.png,[lobular carcinoma in situ] Breast ultrasound image showing the visualized background tissue of the breast.,[unremarkable sonographic appearance] Breast ultrasound image showing the visualized background tissue of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001901@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001901@0.png,[fibrocystic changes] Breast ultrasound image demonstrating the parenchymal echogenic pattern of breast tissue.,[unremarkable breast ultrasound] Breast ultrasound image demonstrating the parenchymal echogenic pattern of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001902@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001902@0.png,[fibrocystic changes] Breast ultrasound image showing the imaging background of the breast parenchyma.,[unremarkable sonographic appearance] Breast ultrasound image showing the imaging background of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001903@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001903@0.png,[fibrocystic changes] Breast ultrasound image demonstrating the ultrasound appearance of breast tissue composition.,[no focal sonographic abnormality] Breast ultrasound image demonstrating the ultrasound appearance of breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001904@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001904@0.png,[fibrocystic changes] Breast ultrasound image showing background breast tissue used for sonographic interpretation.,[no suspicious sonographic finding] Breast ultrasound image showing background breast tissue used for sonographic interpretation.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001905@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001905@0.png,[fibroadenoma] Breast ultrasound image demonstrating the visible parenchymal context of the breast.,[preserved breast parenchymal appearance] Breast ultrasound image demonstrating the visible parenchymal context of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001906@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001906@0.png,[fibroadenoma] Breast ultrasound image showing sonographic texture of the breast parenchyma.,[unremarkable breast ultrasound] Breast ultrasound image showing sonographic texture of the breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001907@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001907@0.png,[fibroadenoma] Breast ultrasound image demonstrating the tissue background surrounding the imaging field.,[negative breast ultrasound finding] Breast ultrasound image demonstrating the tissue background surrounding the imaging field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001908@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001908@0.png,[fibroadenoma] Breast ultrasound image showing visualized breast tissue with parenchymal echotexture.,[no focal breast lesion] Breast ultrasound image showing visualized breast tissue with parenchymal echotexture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001909@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001909@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating the background tissue pattern of the breast.,[normal-appearing visualized breast tissue] Breast ultrasound image demonstrating the background tissue pattern of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001910@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001910@0.png,[fibroadenoma] Breast ultrasound image showing the sonographic breast parenchymal background.,[normal background tissue appearance] Breast ultrasound image showing the sonographic breast parenchymal background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001911@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001911@0.png,[fibroadenoma] Breast ultrasound image demonstrating tissue composition in the visualized parenchymal region.,[unremarkable sonographic appearance] Breast ultrasound image demonstrating tissue composition in the visualized parenchymal region.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001912@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001912@0.png,[fibroadenoma] Breast ultrasound image showing the background echogenic appearance of breast tissue.,[no mass-like sonographic finding] Breast ultrasound image showing the background echogenic appearance of breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001918@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001918@0.png,[fibroadenoma] Breast ultrasound image demonstrating breast parenchymal background and sonographic tissue appearance.,[preserved] Breast ultrasound image demonstrating breast parenchymal background and sonographic tissue appearance.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001919@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001919@0.png,[fibroadenoma] Breast ultrasound image showing background echotexture as part of the breast tissue context.,[unremarkable sonographic appearance] Breast ultrasound image showing background echotexture as part of the breast tissue context.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001920@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001920@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating breast tissue composition within the background parenchyma.,[preserved parenchymal morphology] Breast ultrasound image demonstrating breast tissue composition within the background parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001921@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001921@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the background parenchymal echotexture of the breast.,[unremarkable breast tissue appearance] Breast ultrasound image showing the background parenchymal echotexture of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001923@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001923@0.png,[hyperplasia] Breast ultrasound image demonstrating sonographic tissue characteristics of the background breast parenchyma.,[BI-RADS 1 negative] Breast ultrasound image demonstrating sonographic tissue characteristics of the background breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001924@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001924@0.png,[hyperplasia] Breast ultrasound image showing background breast tissue with visible parenchymal texture.,[no focal breast lesion] Breast ultrasound image showing background breast tissue with visible parenchymal texture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001925@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001925@0.png,[metaplasia apocrina] Breast ultrasound image demonstrating the tissue composition of the non-focal breast background.,[normal parenchymal appearance] Breast ultrasound image demonstrating the tissue composition of the non-focal breast background.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001926@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001926@0.png,[metaplasia apocrina] Breast ultrasound image showing visualized breast parenchyma with background echogenic texture.,[normal-appearing background breast tissue] Breast ultrasound image showing visualized breast parenchyma with background echogenic texture.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001927@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001927@0.png,[cyst] Breast ultrasound image demonstrating background tissue composition and parenchymal appearance.,[maintained parenchymal organization] Breast ultrasound image demonstrating background tissue composition and parenchymal appearance.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001928@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001928@0.png,[cyst] Breast ultrasound image showing the sonographic background of breast tissue composition.,[unremarkable breast parenchyma] Breast ultrasound image showing the sonographic background of breast tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001932@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001932@0.png,[hyperplasia] Breast ultrasound image demonstrating background parenchymal tissue characteristics.,[normal-appearing background breast tissue] Breast ultrasound image demonstrating background parenchymal tissue characteristics.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001933@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001933@0.png,[fibrosis] Breast ultrasound image showing the visualized glandular tissue component within breast parenchyma.,[negative] Breast ultrasound image showing the visualized glandular tissue component within breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001934@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001934@0.png,[fibrosis] Breast ultrasound image demonstrating the breast parenchymal background used to assess tissue composition.,[no focal sonographic abnormality] Breast ultrasound image demonstrating the breast parenchymal background used to assess tissue composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001935@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001935@0.png,[fibroadenoma] Breast ultrasound image showing background tissue echotexture in the visualized breast field.,[normal parenchymal appearance] Breast ultrasound image showing background tissue echotexture in the visualized breast field.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001936@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001936@0.png,[fibroadenoma] Breast ultrasound image demonstrating the sonographic appearance of background breast parenchyma.,[normal sonographic appearance] Breast ultrasound image demonstrating the sonographic appearance of background breast parenchyma.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001937@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001937@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing background echotexture and glandular tissue context.,[preserved breast parenchymal appearance] Breast ultrasound image showing background echotexture and glandular tissue context.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001938@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001938@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating breast tissue background relevant to parenchymal composition.,[preserved breast tissue appearance] Breast ultrasound image demonstrating breast tissue background relevant to parenchymal composition.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001942@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001942@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing visualized tissue composition in the background breast region.,[negative] Breast ultrasound image showing visualized tissue composition in the background breast region.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001943@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001943@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating the background parenchymal pattern of the breast.,[unremarkable sonographic appearance] Breast ultrasound image demonstrating the background parenchymal pattern of the breast.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001944@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001944@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image showing the echogenic background of visualized breast tissue.,[normal-appearing breast parenchyma] Breast ultrasound image showing the echogenic background of visualized breast tissue.
/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images/001945@0.png,/home/woojye2020/decs_jupyter_lab/MedCLIP-SAMv2/BUS-CoT/BUS_CoT_preprocessed/images_neg/001945@0.png,[invasive breast carcinoma (of no special type)] Breast ultrasound image demonstrating background echotexture and parenchymal tissue context.,[normal-appearing breast parenchyma] Breast ultrasound image demonstrating background echotexture and parenchymal tissue context.
